V1,V2,query,origin,accession,taxonomy,abbreviation,abbreviation2,gc,coverage,sample_origin,bin_size,kingdom,group,phylum,class,order,family,genus
-0.074750559287254,-0.0869156254892553,hu-genome38,BIN,>gi|973090209|gb|LGFW01000001.1|,Parcubacteria bacterium 33_209 ,P. bacterium 33_209 ,P. bacterium,33,209,SB1,509K,bacteria,,Candidatus Parcubacteria,,,,
-0.169569921129584,-0.0603643441057629,hu-genome39,BIN,>gi|973089069|gb|LGFV01000001.1|,Actinobacteria bacterium 66_15 ,A. bacterium 66_15 ,Ac. Bacterium,66,15,SB1,2.1M,bacteria,terrabacteria,Actinobacteria,Actinobacteria,,,
-0.096102388470153,-0.143087861835965,hu-genome40,BIN,>gi|973086334|gb|LGFU01000001.1|,Anaerolinea thermophila isolate 46_16 ,A. thermophila isolate 46_16 ,An. Thermophila,46,16,SB1,1.5M,bacteria,terrabacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,
-0.17417696064156,-0.119571379268777,hu-genome41,BIN,>gi|973084119|gb|LGFT01000001.1|,Methanosaeta harundinacea isolate 57_489 ,M. harundinacea isolate 57_489 ,M. harundinacea,57,489,SB1,2.3M,archaea,,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosaetaceae,Methanothrix
-0.10282631017922,0.00710603621531058,hu-genome20,hu,>gi|973124867|gb|LGGN01000001.1|,Proteiniphilum acetatigenes isolate 50_10 ,P. acetatigenes isolate 50_10 ,P. acetatigenes,50,10,SB1,1.7M,bacteria,FCB group,Bacteriodetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Proteiniphilum
0.212097211041309,0.0216660842165885,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.227139985261834,0.040066314681474,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213167222993513,0.0198637908017476,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214600070328432,0.020835784478301,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214857525625599,0.0211441638381061,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.215384305375383,0.0215653369907199,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211490122833167,0.020633193593648,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.217191426991835,0.0293274001300495,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213695932257913,0.0158726518958028,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.221555002094371,0.0366340433442046,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.244312830969848,0.0417556425996288,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.229101239046338,0.0489886932429978,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214794528088714,0.0199953002193888,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213583282720925,0.0211647665436109,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.202951315581354,0.0238310509336583,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211953299086314,0.0222155855012794,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.206134275600252,0.0224790729349752,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.215469369233801,0.0216132027022349,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211863939179877,0.0202268310693412,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.199757258543214,0.0189869611931146,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212557129954365,0.0171044662165753,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.235188561683874,0.0466169886924726,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.210748478471489,0.0231653456907629,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.199364557522357,0.0153192368335191,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.242559582573589,0.0372524518211162,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214263375027357,0.0240076569603162,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212992828965009,0.024999544837879,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214682339212088,0.0208660405318955,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213408721586833,0.0203277992643328,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.21185128475875,0.0269311776239124,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.242418744672605,0.0419341162131602,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213193285256295,0.0198807202922817,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213852874663903,0.022705251936719,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211902615014945,0.0203945625157489,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211699842280929,0.0208288350578565,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.203110780666487,0.00964850131240398,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211939264210355,0.0204439466354336,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.215504313775586,0.0216617965563735,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214152100088571,0.0239132235814369,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.210502755683871,0.0253364517961002,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213128349240659,0.0196959187548379,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.172564954370961,0.00205954891772491,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.200175119206296,0.0136995156233005,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.199060239167976,0.0152119103311234,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214332126027877,0.0183742451888593,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.227849914070009,0.0625467172951622,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213107445390086,0.0200713092781052,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213112024354706,0.0199038027169791,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213269200685765,0.0200980605657753,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213986768492728,0.0238865546755199,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213285762892274,0.0203512575391288,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213342642679648,0.0201422909640766,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214087967605303,0.0237285711952339,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.25440686779992,0.0388931828986598,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.209528399742322,0.0232209686007993,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.228404265124153,0.046804568449189,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.179499635693873,-0.00838421640558316,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.201585572275469,-0.00207442293530534,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.229499707995524,0.0511228968184303,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.21220302711809,0.0211984757269193,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.203585780125144,0.0192450332238926,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212826205600663,0.0196552631419364,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.166260912469383,-0.010560859004697,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212925291836667,0.0191245409983216,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.235088001411804,0.0462894197635515,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.239750463332767,0.0520937768103014,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.214410892490165,0.0414448257662632,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211935187224983,0.0210804335558726,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.215237281179161,0.0213745762204164,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213204060315175,0.0199131646194837,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213859338415868,0.0216779513308271,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212736580224363,0.0194245005856514,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213648585230739,0.021349960584417,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.238890412067014,0.0464895832625099,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212651046464447,0.0193777285559922,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.198225954640851,-0.0070460228885508,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.200870316891076,0.0179490429181418,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213773435756438,0.021646644473502,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.236794471229574,0.0580557964489125,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212992794729972,0.0196340842016328,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.201716299968113,0.0249799002342522,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.212082670421078,0.0219929320198312,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213013286452421,0.0193712656658838,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213501679710124,0.0189179342038747,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.200271553431138,0.0139231930264394,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.211580991343197,0.0218969531726541,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.205445588036768,0.0146248184670504,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.213842485609009,0.0168539040327144,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
0.202056069239538,-0.00240394652034451,hu-genome21,hu,>gi|973123431|gb|LGGO01000001.1|,Candidate division WS6 bacterium 34_10 ,WS6 bacterium 34_10 ,WS6 bacterium 1,34,10,SB1,1.1M,bacteria,candidate phyla,,,,,
